,date,state,cases,deaths,population,Infec_mean,Infec_lb,Infec_ub
38,2020-04-15,MG,903,30,12163860.0,864.313057811464,800.6220381789549,920.7577671065953
39,2020-04-16,MG,958,33,12340992.0,917.6392175636314,850.4516401265973,976.8097377084337
40,2020-04-17,MG,1021,35,12727157.0,973.3680251497274,904.5767169759687,1035.2612496622605
41,2020-04-18,MG,1077,39,12863949.0,1031.6168529003971,961.3823240737421,1096.1478903384454
42,2020-04-19,MG,1154,39,13210467.0,1092.4929948859199,1019.7397847370313,1159.7787165176055
43,2020-04-20,MG,1189,41,13325641.0,1156.1203799791233,1081.372525414804,1225.086586893187
44,2020-04-21,MG,1230,44,13333306.0,1222.6154420157425,1145.939711272134,1293.54687144872
45,2020-04-22,MG,1283,47,13552174.0,1292.1063458216036,1213.5756275367164,1365.2576947080995
46,2020-04-23,MG,1308,51,13619339.0,1364.7247037450086,1285.1723843152965,1439.970548412524
47,2020-04-24,MG,1419,54,13733541.0,1440.6383400941547,1361.9176655821166,1518.07901330809
48,2020-04-25,MG,1481,58,13785633.0,1519.961767017296,1442.132183882472,1599.7294087121256
49,2020-04-26,MG,1548,61,13852108.0,1602.8791324602025,1525.2262697208926,1685.119114427821
50,2020-04-27,MG,1586,62,13947850.0,1689.5381186441987,1609.3136335605705,1772.9305088750311
51,2020-04-28,MG,1649,71,14050039.0,1780.1191988635705,1697.368131377083,1864.660243310344
52,2020-04-29,MG,1758,80,14139666.0,1874.7980672910408,1789.5783392941248,1960.4438927202928
53,2020-04-30,MG,1827,82,14227873.0,1973.7557202066607,1886.1397246352194,2060.2667332402425
54,2020-05-01,MG,1935,88,14296726.0,2077.1521584828606,1987.18209344647,2164.227277233349
55,2020-05-02,MG,2023,88,14395625.0,2185.201611015519,2092.940248973589,2272.526822874878
56,2020-05-03,MG,2118,89,14589061.0,2298.149275534047,2206.0943736749728,2385.415563754918
57,2020-05-04,MG,2347,90,14614228.0,2416.197856382313,2326.1358293133553,2502.253196493555
58,2020-05-05,MG,2452,94,14718307.0,2539.576825546163,2449.911607214649,2625.0976406292834
59,2020-05-06,MG,2605,97,14847377.0,2668.5252915907267,2579.276695165468,2752.812712648934
60,2020-05-07,MG,2770,106,15055826.0,2803.294734119164,2714.6396167836247,2887.4145016183484
61,2020-05-08,MG,2943,111,15241368.0,2944.1405211305328,2858.280254332561,3028.3991843239837
62,2020-05-09,MG,3123,118,15460721.0,3091.348324192395,3007.2320725534883,3176.575376600151
63,2020-05-10,MG,3237,119,15509708.0,3245.201808813394,3159.985462539893,3327.1981934546898
64,2020-05-11,MG,3320,121,15568213.0,3405.9930758948512,3322.8322836966217,3483.985599121012
65,2020-05-12,MG,3435,127,15731945.0,3574.0434079474603,3491.734739414126,3659.5864522727393
